order_detail_id,transaction_status,created_at,modified_at,payment_date,estimated_delivery_date,receive_date,comment, shippng_fee ,tax_rate,user_id,payment_method_id
984,Failed,1/7/2019 19:28:13,3/21/2017 4:47:58,9/9/2020 2:17:45,9/12/2020 2:17:45,9/14/2020 2:17:45,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.
Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.", $ 16.00 ,7%,8611,6499
985,Completed,10/16/2020 5:28:43,6/7/2021 12:22:25,2/15/2017 18:09:57,2/18/2017 18:09:57,2/20/2017 18:09:57,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.
Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.
In congue. Etiam justo. Etiam pretium iaculis justo.", $ 28.00 ,10%,3185,4544
986,Failed,1/28/2016 17:33:43,1/22/2020 11:37:50,8/18/2016 9:42:36,8/21/2016 9:42:36,8/23/2016 9:42:36,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.", $ 16.00 ,15%,1849,5879
987,Completed,10/11/2019 10:44:08,10/25/2020 23:11:37,10/22/2020 17:34:07,10/25/2020 17:34:07,10/27/2020 17:34:07,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.", $ 34.00 ,10%,2769,2566
988,Completed,11/12/2021 2:50:40,1/21/2022 7:08:51,5/7/2019 16:07:31,5/10/2019 16:07:31,5/12/2019 16:07:31,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.", $ 11.00 ,7%,9420,4604
989,Ongoing,6/8/2017 0:43:15,6/19/2022 5:01:48,3/25/2022 22:37:56,3/28/2022 22:37:56,3/30/2022 22:37:56,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.
Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.", $ 35.00 ,15%,9253,4307
990,Failed,1/30/2019 3:22:12,7/3/2017 16:12:20,2/3/2020 23:03:38,2/6/2020 23:03:38,2/8/2020 23:03:38,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.
In congue. Etiam justo. Etiam pretium iaculis justo.
In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.", $ 36.00 ,7%,865,6889
991,Completed,10/18/2022 20:10:10,6/27/2022 17:45:54,5/21/2016 7:30:58,5/24/2016 7:30:58,5/26/2016 7:30:58,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.
Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.", $ 30.00 ,7%,5578,6089
992,Failed,3/29/2022 18:14:21,11/17/2019 1:33:49,7/27/2020 7:19:50,7/30/2020 7:19:50,8/1/2020 7:19:50,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.
Phasellus in felis. Donec semper sapien a libero. Nam dui.
Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.", $ 20.00 ,7%,7318,1784
993,Failed,1/28/2019 19:08:48,2/17/2022 7:27:32,4/30/2017 9:55:18,5/3/2017 9:55:18,5/5/2017 9:55:18,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.", $ 28.00 ,7%,789,1785
994,Failed,7/2/2020 7:34:51,12/16/2022 21:28:11,6/6/2019 15:27:01,6/9/2019 15:27:01,6/11/2019 15:27:01,Fusce consequat. Nulla nisl. Nunc nisl., $ 28.00 ,15%,2895,5564
995,Ongoing,12/8/2018 4:13:38,8/3/2019 4:30:36,6/17/2021 21:28:11,6/20/2021 21:28:11,6/22/2021 21:28:11,"Fusce consequat. Nulla nisl. Nunc nisl.
Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.
In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.", $ 26.00 ,10%,6698,6717
996,Failed,3/29/2017 18:55:50,2/23/2021 9:36:09,3/30/2020 17:40:20,4/2/2020 17:40:20,4/4/2020 17:40:20,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.", $ 25.00 ,7%,5138,2531
997,Failed,6/28/2016 20:41:11,11/14/2021 4:33:31,5/1/2016 12:58:52,5/4/2016 12:58:52,5/6/2016 12:58:52,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.", $ 31.00 ,7%,1479,4230
998,Failed,10/25/2018 19:28:09,4/13/2018 15:58:58,6/10/2018 6:04:30,6/13/2018 6:04:30,6/15/2018 6:04:30,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.
Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.", $ 29.00 ,10%,5103,4557
999,Failed,4/25/2018 18:13:54,2/12/2021 8:28:26,3/20/2021 7:55:09,3/23/2021 7:55:09,3/25/2021 7:55:09,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus., $ 47.00 ,7%,3720,1593
1000,Ongoing,7/20/2022 7:24:29,2/10/2019 20:05:45,3/22/2017 7:08:05,3/25/2017 7:08:05,3/27/2017 7:08:05,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.
Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.", $ 11.00 ,7%,8037,1996
1001,Completed,6/9/2022 0:50:43,3/21/2021 10:09:24,5/12/2021 17:04:24,5/15/2021 17:04:24,5/17/2021 17:04:24,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.", $ 38.00 ,7%,37,3727
1002,Failed,12/5/2020 20:36:47,4/20/2020 1:45:32,6/2/2019 21:53:11,6/5/2019 21:53:11,6/7/2019 21:53:11,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.", $ 18.00 ,10%,9589,6107
1003,Failed,1/30/2019 2:03:29,7/30/2020 12:10:39,10/20/2016 8:37:16,10/23/2016 8:37:16,10/25/2016 8:37:16,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.", $ 36.00 ,7%,5922,4387
1004,Completed,7/10/2019 14:33:53,7/28/2019 7:54:06,10/24/2020 11:32:49,10/27/2020 11:32:49,10/29/2020 11:32:49,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.", $ 30.00 ,7%,5433,5865
1005,Completed,8/22/2018 8:21:22,6/28/2019 1:33:55,2/13/2016 19:12:16,2/16/2016 19:12:16,2/18/2016 19:12:16,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.", $ 29.00 ,15%,7006,4047
1006,Failed,1/17/2019 0:54:36,5/10/2021 17:33:13,5/29/2018 9:49:55,6/1/2018 9:49:55,6/3/2018 9:49:55,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.", $ 49.00 ,15%,2026,1356
1007,Failed,2/13/2016 14:45:31,5/8/2017 22:54:53,5/30/2017 9:44:53,6/2/2017 9:44:53,6/4/2017 9:44:53,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.
Phasellus in felis. Donec semper sapien a libero. Nam dui.", $ 47.00 ,15%,8993,3200
1008,Ongoing,9/14/2018 15:16:30,2/2/2019 13:40:50,8/26/2020 7:03:09,8/29/2020 7:03:09,8/31/2020 7:03:09,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.
In congue. Etiam justo. Etiam pretium iaculis justo.
In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.", $ 13.00 ,15%,6149,272
1009,Ongoing,1/30/2020 8:48:34,9/29/2022 21:58:10,7/20/2020 1:23:02,7/23/2020 1:23:02,7/25/2020 1:23:02,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.
Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.", $ 30.00 ,7%,3433,571
1010,Completed,8/29/2022 18:01:41,1/4/2020 16:44:14,8/2/2020 12:21:11,8/5/2020 12:21:11,8/7/2020 12:21:11,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.
Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Sed ante. Vivamus tortor. Duis mattis egestas metus.", $ 48.00 ,7%,1656,6670
1011,Failed,10/12/2016 10:14:33,2/11/2017 14:15:05,5/11/2018 16:11:43,5/14/2018 16:11:43,5/16/2018 16:11:43,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.", $ 42.00 ,10%,1205,4939
1012,Ongoing,3/26/2019 18:17:23,1/29/2019 12:09:10,6/24/2020 7:22:50,6/27/2020 7:22:50,6/29/2020 7:22:50,In congue. Etiam justo. Etiam pretium iaculis justo., $ 38.00 ,10%,4395,1001
1013,Ongoing,1/18/2022 10:23:56,7/13/2017 13:05:31,4/11/2021 22:51:39,4/14/2021 22:51:39,4/16/2021 22:51:39,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat., $ 26.00 ,7%,609,2510
1014,Failed,4/2/2016 4:36:10,5/29/2019 7:36:48,4/26/2016 6:43:21,4/29/2016 6:43:21,5/1/2016 6:43:21,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.
Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.", $ 21.00 ,7%,4270,799
1015,Failed,2/16/2018 18:03:01,10/20/2021 21:45:22,9/27/2017 6:08:54,9/30/2017 6:08:54,10/2/2017 6:08:54,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris., $ 34.00 ,7%,5662,1965
1016,Failed,8/22/2021 17:25:04,4/19/2016 10:27:46,5/1/2020 14:49:26,5/4/2020 14:49:26,5/6/2020 14:49:26,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.
Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.", $ 16.00 ,10%,5489,653
1017,Ongoing,6/21/2022 23:11:45,11/29/2019 11:07:30,4/14/2019 4:12:43,4/17/2019 4:12:43,4/19/2019 4:12:43,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum., $ 39.00 ,7%,7301,6216
1018,Completed,2/8/2021 12:48:06,10/12/2017 10:27:25,5/7/2019 3:51:22,5/10/2019 3:51:22,5/12/2019 3:51:22,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.
Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.", $ 45.00 ,15%,8793,4454
1019,Ongoing,3/28/2019 16:34:56,7/22/2019 19:49:10,1/28/2019 13:38:29,1/31/2019 13:38:29,2/2/2019 13:38:29,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.", $ 49.00 ,10%,4472,2139
1020,Failed,7/31/2020 14:02:39,4/3/2022 7:16:28,8/19/2020 22:15:55,8/22/2020 22:15:55,8/24/2020 22:15:55,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Sed ante. Vivamus tortor. Duis mattis egestas metus.
Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.", $ 27.00 ,10%,9291,6257
1021,Completed,1/7/2018 7:53:09,3/29/2021 14:27:14,6/4/2016 1:32:10,6/7/2016 1:32:10,6/9/2016 1:32:10,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.
Phasellus in felis. Donec semper sapien a libero. Nam dui.", $ 39.00 ,15%,8543,5235
1022,Ongoing,10/9/2019 19:42:04,8/14/2022 23:02:38,8/22/2016 4:31:51,8/25/2016 4:31:51,8/27/2016 4:31:51,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.
Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.", $ 45.00 ,10%,9751,2596
1023,Failed,12/27/2022 11:13:42,3/23/2020 14:50:59,6/29/2016 5:41:37,7/2/2016 5:41:37,7/4/2016 5:41:37,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.", $ 43.00 ,7%,7154,5450
1024,Completed,12/4/2022 14:52:02,12/31/2016 12:31:31,9/1/2016 15:39:31,9/4/2016 15:39:31,9/6/2016 15:39:31,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus., $ 47.00 ,15%,6207,4163
1025,Completed,7/3/2019 13:06:14,4/4/2016 4:35:54,3/5/2021 1:26:03,3/8/2021 1:26:03,3/10/2021 1:26:03,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.
Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.", $ 38.00 ,15%,7899,5733
1026,Failed,9/15/2019 8:51:57,12/21/2021 0:45:13,5/31/2022 10:24:33,6/3/2022 10:24:33,6/5/2022 10:24:33,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Sed ante. Vivamus tortor. Duis mattis egestas metus.
Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.", $ 25.00 ,15%,2513,4402
1027,Completed,11/27/2016 23:51:44,11/26/2020 7:20:49,12/13/2021 23:04:59,12/16/2021 23:04:59,12/18/2021 23:04:59,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat., $ 34.00 ,7%,7426,4153
1028,Completed,10/14/2017 0:13:19,11/4/2022 23:18:28,12/26/2021 19:50:50,12/29/2021 19:50:50,12/31/2021 19:50:50,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.
Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.", $ 20.00 ,7%,5311,3819
1029,Ongoing,1/9/2020 7:41:48,12/5/2018 0:29:46,2/27/2021 2:04:54,3/2/2021 2:04:54,3/4/2021 2:04:54,"Sed ante. Vivamus tortor. Duis mattis egestas metus.
Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.
Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.", $ 32.00 ,15%,3372,4203
1030,Ongoing,7/18/2021 10:54:22,6/7/2021 13:18:51,10/4/2022 18:31:18,10/7/2022 18:31:18,10/9/2022 18:31:18,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.", $ 50.00 ,15%,5473,5529
1031,Ongoing,7/18/2020 21:33:14,12/21/2016 17:29:51,12/18/2018 23:47:12,12/21/2018 23:47:12,12/23/2018 23:47:12,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.", $ 29.00 ,15%,9606,847
1032,Failed,12/11/2020 19:22:16,6/10/2021 22:13:57,3/9/2019 18:36:54,3/12/2019 18:36:54,3/14/2019 18:36:54,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.
Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.", $ 29.00 ,10%,6654,2296
1033,Ongoing,6/3/2017 0:08:05,7/27/2020 2:34:12,12/25/2016 14:58:07,12/28/2016 14:58:07,12/30/2016 14:58:07,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.", $ 15.00 ,7%,5609,5839
1034,Completed,7/17/2021 12:17:05,3/30/2017 6:51:01,6/17/2017 6:18:16,6/20/2017 6:18:16,6/22/2017 6:18:16,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.", $ 29.00 ,7%,3581,5905
